Auction No ,Issue date, Amount offered in Auction ,Total bids (Competitive & Uncompetitive), Over/(Under) Subscribed ,   Face Value ,   Cost Value ,   Interest due , Date due,Duration,Implicit annual,Clearing ,Lowest Factor, Weighted Average Price ,Average Discount Factor, Money Market yield , Annualised  ,Bid-to-cover
,16-Jan-20,"15,000,000,000","15,233,900,000","233,900,000","9,233,900,000","9,023,551,758","210,348,242",16-Apr-20,91,,,,97.722,9.137,9.35,9.683,1.65
,,,,,,,,,,,,,,,,,#DIV/0!
,30-Jan-20,"15,000,000,000","8,611,800,000","-6,388,200,000","8,611,800,000","8,414,589,780","197,210,220",30-Apr-20,91,,,,97.71,9.185,9.4,9.737,1
,,,,,,,,,,,,,,,,,#DIV/0!
,13-Feb-20,"15,000,000,000","26,885,700,000","11,885,700,000","10,373,900,000","10,140,072,294","233,827,706",14-May-20,91,,,,97.746,9.041,9.249,9.575,2.592
,,,,,,,,,,,,,,,,,#DIV/0!
,27-Feb-20,"15,000,000,000","24,673,600,000","9,673,600,000","8,673,600,000","8,478,183,792","195,416,208",28-May-20,91,,,,97.747,9.037,9.245,9.571,2.845
,,,,,,,,,,,,,,,,,#DIV/0!
,12-Mar-20,"15,000,000,000","17,859,000,000","2,859,000,000","7,359,000,000","7,193,128,140","165,871,860",11-Jun-20,91,,,,97.746,9.041,9.249,9.575,2.427
,,,,,,,,,,,,,,,,,#DIV/0!
,26-Mar-20,"15,000,000,000","17,069,700,000","2,069,700,000","15,000,000,000","14,661,900,000","338,100,000",25-Jun-20,91,,,,97.746,9.041,9.249,9.575,1.138
,,,,,,,,,,,,,,,,,#DIV/0!
,09-Apr-20,"15,000,000,000","4,486,200,000","-10,513,800,000","3,986,200,000","3,896,351,052","89,848,948",09-Jul-20,91,,,,97.746,9.041,9.249,9.575,1.125
,,,,,,,,,,,,,,,,,#DIV/0!
,23-Apr-20,"15,000,000,000","15,883,500,000","883,500,000","15,000,000,000","14,661,900,000","338,100,000",23-Jul-20,91,,,,97.746,9.041,9.249,9.575,1.059
,,,,,,,,,,,,,,,,,#DIV/0!
,07-May-20,"10,000,000,000","21,147,800,000","11,147,800,000","10,000,000,000","9,786,000,000","214,000,000",06-Aug-20,91,,,,97.86,8.584,8.771,9.064,2.115
,,,,,,,,,,,,,,,,,#DIV/0!
,21-May-20,"10,000,000,000","16,317,400,000","6,317,400,000","10,000,000,000","9,790,000,000","210,000,000",20-Aug-20,91,,,,97.9,8.423,8.604,8.886,1.632
,,,,,,,,,,,,,,,,,#DIV/0!
,05-Jun-20,"10,000,000,000","17,592,300,000","7,592,300,000","6,592,300,000","6,453,927,623","138,372,377",04-Sep-20,91,,,,97.901,8.419,8.6,8.881,2.669
,,,,,,,,,,,,,,,,,#DIV/0!
,18-Jun-20,"10,000,000,000","7,971,900,000","-2,028,100,000","6,601,900,000","6,469,003,753","132,896,247",17-Sep-20,91,,,,97.987,8.074,8.24,8.498,1.208
,,,,,,,,,,,,,,,,,#DIV/0!
,02-Jul-20,"15,000,000,000","14,745,400,000","-254,600,000","12,745,400,000","12,475,324,974","270,075,026",01-Oct-20,91,,,,97.881,8.499,8.683,8.97,1.157
,,,,,,,,,,,,,,,,,#DIV/0!
,16-Jul-20,"15,000,000,000",12086600000,"-2,913,400,000","11,086,600,000","10,851,785,812","234,814,188",15-Oct-20,91,,,,97.882,8.495,8.679,8.966,1.09
,,,,,,,,,,,,,,,,,#DIV/0!
,30-Jul-20,"15,000,000,000","18,806,200,000","3,806,200,000","17,756,200,000","17,380,123,684","376,076,316",29-Oct-20,91,,,,97.882,8.495,8.679,8.966,1.059
,,,,,,,,,,,,,,,,,#DIV/0!
,13-Aug-20,"15,000,000,000","22,017,000,000","7,017,000,000",18163000000,"17,793,201,320","369,798,680",12-Nov-20,91,,,,97.964,8.166,8.336,8.601,1.212
,,,,,,,,,,,,,,,,,#DIV/0!
,27-Aug-20,"15,000,000,000","54,995,900,000","39,995,900,000","16,975,900,000","16,634,684,410","341,215,590",26-Nov-20,91,,,,97.99,8.062,8.227,8.485,3.24
,,,,,,,,,,,,,,,,,#DIV/0!
,10-Sep-20,"15,000,000,000","32,633,300,000","17,633,300,000","30,287,400,000","29,696,795,700","590,604,300",10-Dec-20,91,,,,98.05,7.821,7.977,8.219,1.077
,,,,,,,,,,,,,,,,,#DIV/0!
,24-Sep-20,"15,000,000,000","67,112,800,000","52,112,800,000","15,000,000,000","14,715,750,000","284,250,000",24-Dec-20,91,,,,98.105,7.601,7.748,7.976,4.474
,,,,,,,,,,91,,,,,,,#DIV/0!
,08-Oct-20,"15,000,000,000","42,527,000,000","27,527,000,000","22,385,000,000","21,993,262,500","391,737,500",07-Jan-21,91,182,,,98.25,7.019,7.144,7.338,1.9
,,,,,,,,,,364,,,,,,,#DIV/0!
,22-Oct-20,"15,000,000,000","56,013,000,000","41,013,000,000","15,000,000,000","14,742,300,000","257,700,000",21-Jan-21,91,91,,,98.282,6.891,7.011,7.198,3.734
,,,,,,,,,,182,,,,,,,#DIV/0!
,05-Nov-20,"15,000,000,000","36,299,800,000","21,299,800,000","12,299,800,000","12,075,820,642","223,979,358",04-Feb-21,91,364,,,98.179,7.304,7.439,7.65,2.951
,,,,,,,,,,91,,,,,,,#DIV/0!
,19-Nov-20,"15,000,000,000","43,657,800,000","28,657,800,000","21,957,800,000","21,562,559,600","395,240,400",18-Feb-21,91,182,,,98.2,7.22,7.352,7.558,1.988
,,,,,,,,,,364,,,,,,,#DIV/0!
,03-Dec-20,"15,000,000,000","30,630,800,000","15,630,800,000","11,430,800,000","11,214,072,032","216,727,968",04-Mar-21,91,,,,98.104,7.605,7.752,7.98,2.68
,,,,,,,,,,182,,,,,,,#DIV/0!
,17-Dec-20,"15,000,000,000","28,227,500,000","13,227,500,000","12,277,500,000","12,037,229,325","240,270,675",18-Mar-21,91,364,,,98.043,7.85,8.006,8.25,2.299
,,,,,,,,,,91,,,,,,,#DIV/0!
,31-Dec-20,"15,000,000,000","22,541,600,000","7,541,600,000","11,741,600,000","11,497,961,800","243,638,200",01-Apr-21,91,182,,,97.925,8.323,8.499,8.774,1.92
,,,,,,,,,,364,,,,,,,#DIV/0!
,15-Jan-21,"15,000,000,000","21,064,200,000","6,064,200,000","6,664,200,000","6,522,519,108","141,680,892",16-Apr-21,91,182,,,97.874,8.527,8.713,9.002,3.161
,,,, -   ,,, -   ,,,182,,,,,,,#DIV/0!
,27-Jan-21,"15,000,000,000","35,123,400,000","20,123,400,000","10,723,400,000","10,513,650,296","209,749,704",28-Apr-21,91,364,,,98.044,7.845,8.002,8.246,3.275
,,,,,,, -   ,,,364,,,,,,,#DIV/0!
,11-Feb-21,"15,000,000,000","33,449,500,000","18,449,500,000","11,849,500,000","11,624,359,500","225,140,500",13-May-21,91,91,,,98.1,7.621,7.768,7.998,2.823
,,,,,,, -   ,00-Jan-00,,91,,,,,,,#DIV/0!
,25-Feb-21,"15,000,000,000","44,661,900,000","29,661,900,000","15,000,000,000","14,730,150,000","269,850,000",27-May-21,91,177,,,98.201,7.216,7.348,7.553,2.977
,,,,,,, -   ,,,,,,,,,,#DIV/0!
,11-Mar-21,"15,000,000,000","39,948,600,000","24,948,600,000","15,000,000,000","14,742,750,000","257,250,000",10-Jun-21,91,,,,98.285,6.879,6.999,7.185,2.663
,,,,,,, -   ,,,,,,,,,,#DIV/0!
,25-Mar-21,"15,000,000,000","28,057,800,000","13,057,800,000","7,957,800,000","7,821,323,730","136,476,270",24-Jun-21,91,,,,98.285,6.879,6.999,7.185,3.526
,,,,,,,,,,,,,,,,,#DIV/0!
,08-Apr-21,"15,000,000,000","37,032,300,000","22,032,300,000","7,732,300,000","7,599,459,086","132,840,914",08-Jul-21,91,,,,98.282,6.891,7.011,7.198,4.789
,,,,,,,,,,,,,,,,,
,22-Apr-21,"15,000,000,000","37,145,500,000","22,145,500,000","12,045,500,000","11,838,558,310","206,941,690",22-Jul-21,91,,,,98.282,6.891,7.011,7.198,3.084
,,,,,,,,,,,,,,,,,
,06-May-21,"15,000,000,000","36,627,100,000","21,627,100,000","14,327,100,000","14,084,112,384","242,987,616",05-Aug-21,91,,,,98.304,6.803,6.92,7.102,2.556
,,,,,,,,,,,,,,,,,
,20-May-21,"15,000,000,000","36,750,000,000","21,750,000,000","15,000,000,000","14,742,600,000","257,400,000",20-Aug-21,92,,,,98.284,6.883,7.003,7.189,2.45
,,,,,,,,,,,,,,,,,
,04-Jun-21,"15,000,000,000","31,325,300,000","16,325,300,000","9,225,300,000","9,069,853,695","155,446,305",03-Sep-21,91,,,,98.315,6.759,6.874,7.054,3.396
,,,,,,,,,,,,,,,,,
,17-Jun-21,"15,000,000,000","36,382,700,000","21,382,700,000","8,982,700,000","8,831,880,467","150,819,533",16-Sep-21,91,,,,98.321,6.734,6.849,7.028,4.05
,,,,,,,,,,,,,,,,,
,24-Jun-21,"10,000,000,000","39,735,200,000","29,735,200,000","8,735,200,000","8,590,195,680","145,004,320",23-Sep-21,91,,,,98.34,6.658,6.771,6.945,4.549
,,,,,,,,,,,,,,,,,
,08-Jul-21,"35,000,000,000","66,844,900,000","31,844,900,000","14,344,900,000","14,098,884,965","246,015,035",07-Oct-21,91,,,,98.285,6.879,6.999,7.185,4.66
,,,,,,,,,,,,,,,,,
,22-Jul-21,"25,000,000,000","57,095,000,000","32,095,000,000","19,095,000,000","18,748,998,600","346,001,400",21-Oct-21,91,,,,98.188,7.268,7.402,7.61,2.99
,,,,,,,,,,,,,,,,,
,05-Aug-21,"25,000,000,000","74,317,500,000","49,317,500,000","25,000,000,000","24,553,250,000","446,750,000",04-Nov-21,91,,,,98.213,7.168,7.298,7.5,2.973
,,,,,,,,,,,,,,,,,
,19-Aug-21,"25,000,000,000","54,491,600,000","29,491,600,000","8,820,600,000","8,673,031,362","147,568,638",18-Nov-21,91,,,,98.327,6.71,6.825,7.001,6.178
,,,,,,,,,,,,,,,,,
,02-Sep-21,"25,000,000,000","46,413,100,000","21,413,100,000","17,342,100,000","17,048,845,089","293,254,911",02-Dec-21,91,,,,98.309,6.783,6.899,7.08,2.676
,,,,,,,,,,,,,,,,,
,16-Sep-21,"25,000,000,000","48,118,200,000","23,118,200,000","22,118,200,000","21,748,383,696","369,816,304",16-Dec-21,91,,,,98.328,6.706,6.82,6.997,2.176
,,,,,,, -   ,,91,,,,,,,,
,29-Sep-21,"25,000,000,000","51,320,600,000","26,320,600,000","16,820,600,000","16,539,359,568","281,240,432",29-Dec-21,91,,,,98.328,6.706,6.82,6.997,3.051
,,,,,,, -   ,,91,,,,,,,,
,13-Oct-21,"20,000,000,000","65,034,600,000","45,034,600,000","20,000,000,000","19,670,000,000","330,000,000",12-Jan-22,91,,,,98.35,6.618,6.729,6.901,3.252
,,,,,,, -   ,,,,,,,,,,
,27-Oct-21,"20,000,000,000","69,981,900,000","49,981,900,000","20,000,000,000","19,679,200,000","320,800,000",26-Jan-22,91,,,,98.396,6.434,6.539,6.701,3.499
,,,,,,, -   ,,,,,,,,,,
,10-Nov-21,"20,000,000,000","60,110,700,000","40,110,700,000","20,000,000,000","19,678,400,000","321,600,000",09-Feb-22,91,,,,98.392,6.45,6.555,6.718,3.006
,,,,,,,,,,,,,,,,,
,24-Nov-21,"20,000,000,000","39,900,300,000","19,900,300,000","15,900,300,000","15,646,531,212","253,768,788",23-Feb-22,91,,,,98.404,6.402,6.505,6.666,2.509
,,,,,,,,,,,,,,,,,
,09-Dec-21,"20,000,000,000","41,665,800,000","21,665,800,000","20,000,000,000","14,431,880,490","5,568,119,510",10-Mar-22,91,,,,98.405,6.398,6.501,6.662,2.083
,,,,,,,,,,,,,,,,,
,23-Dec-21,"20,000,000,000","37,644,400,000","17,644,400,000","21,644,400,000","21,299,171,820","345,228,180",24-Mar-22,91,,,,98.405,6.398,6.501,6.662,1.739
,,,,,,,,,,,,,,,,,
,06-Jan-22,"20,000,000,000","39,659,900,000","19,659,900,000","10,559,900,000","10,391,469,595","168,430,405",07-Apr-22,91,,,,98.405,6.398,6.501,6.662,3.756
,,,,,,,,,,,,,,,,,
,20-Jan-22,"20,000,000,000","49,886,000,000","29,886,000,000","16,886,000,000","16,616,668,300","269,331,700",21-Apr-22,91,,,,98.405,6.398,6.501,6.662,2.954
,,,, -   ,,,,,,,,,,,,,
,03-Feb-22,"20,000,000,000","47,409,100,000","27,409,100,000","9,409,100,000","9,259,024,855","150,075,145",05-May-22,91,,,,98.405,6.398,6.501,6.398,5.039
,,,, -   ,,,,,,,,,,,,,
,18-Feb-22,"20,000,000,000","58,879,900,000","38,879,900,000","20,000,000,000","19,681,000,000","319,000,000",20-May-22,91,,,,98.405,6.398,6.501,6.662,2.944
,,,, -   ,,,,,,,,,,,,,
,03-Mar-22,"20,000,000,000","39,978,700,000","19,978,700,000","13,678,700,000","13,460,524,735","218,175,265",02-Jun-22,91,,,,98.405,6.398,6.501,6.662,2.923
,,,, -   ,,,,,,,,,,,,,
,17-Mar-22,"20,000,000,000","42,902,700,000","22,902,700,000","18,602,700,000","18,305,986,935","296,713,065",16-Jun-22,91,,,,98.405,6.398,6.501,6.662,2.306
,,,, -   ,,,,,,,,,,,,,
,31-Mar-22,"20,000,000,000","34,989,600,000","14,989,600,000","11,989,600,000","11,798,365,880","191,234,120",30-Jun-22,91,,,,98.405,6.398,6.501,6.662,2.918
,,,, -   ,,,,,,,,,,,,,
,14-Apr-22,"15,000,000,000","38,941,600,000","23,941,600,000","14,541,600,000","14,309,661,480","231,938,520",14-Jul-22,91,,,,98.405,6.398,6.501,6.662,2.678
,,,, -   ,,, -   ,,,,,,,,,,
,28-Apr-22,"15,000,000,000","38,196,600,000","23,196,600,000","12,796,600,000","12,589,423,046","207,176,954",28-Jul-22,91,,,,98.381,6.494,6.601,6.766,2.985
,,,, -   ,,,,,,,,,,,,,
,12-May-22,"15,000,000,000","41,938,200,000","26,938,200,000","15,000,000,000","14,757,150,000","242,850,000",11-Aug-22,91,,,,98.381,6.494,6.601,6.766,2.796
,,,, -   ,,, -   ,,,,,,,,,,
,26-May-22,"15,000,000,000","32,635,000,000","17,635,000,000","11,235,000,000","11,055,801,750","179,198,250",25-Aug-22,91,,,,98.405,6.398,6.501,6.662,2.905
,,,, -   ,,,,,,,,,,,,,
,10-Jun-22,"15,000,000,000","48,934,700,000","33,934,700,000","14,534,700,000","14,252,145,432","282,554,568",09-Sep-22,91,,,,98.056,7.797,7.952,8.192,3.367
,,,, -   ,,,,,,,,,,,,,
,23-Jun-22,"15,000,000,000","31,883,900,000","16,883,900,000","9,108,900,000","8,930,729,916","178,170,084",22-Sep-22,91,,,,98.044,7.845,8.002,8.246,3.5
,,,, -   ,,,,,,,,,,,,,
,07-Jul-22,"25,000,000,000","45,344,800,000","20,344,800,000","6,719,800,000","6,580,364,150","139,435,850",06-Oct-22,91,,,,97.925,8.323,8.499,8.774,6.748
,,,, -   ,,,,,,,,,,,,,
,21-Jul-22,"25,000,000,000","49,046,200,000","24,046,200,000","22,921,200,000","22,445,585,100","475,614,900",20-Oct-22,91,,,,97.925,8.323,8.499,8.774,2.14
,,,, -   ,,,,,,,,,,,,,
,04-Aug-22,"25,000,000,000","51,026,200,000","26,026,200,000","1,401,200,000","1,372,125,100","29,074,900",03-Nov-22,91,,,,97.925,8.323,8.499,8.774,36.416
,,,,,,,,,,,,,,,,,
,18-Aug-22,"25,000,000,000","66,346,500,000","41,346,500,000","5,721,500,000","5,593,510,045","127,989,955",17-Nov-22,91,,,,97.763,8.973,9.178,9.499,11.596
,,,, -   ,,, -   ,,,,,,,,,,
,01-Sep-22,"25,000,000,000","56,387,800,000","31,387,800,000","7,462,800,000","7,298,991,540","163,808,460",01-Dec-22,91,,,,97.805,8.804,9.002,9.31,7.556
,,,, -   ,,, -   ,,,,,,,,,,
,15-Sep-22,"25,000,000,000","38,325,300,000","13,325,300,000","11,700,300,000","11,443,478,415","256,821,585",15-Dec-22,91,,,,97.805,8.804,9.002,9.31,3.276
,,,,,,,,,,,,,,,,,
,29-Sep-22,"25,000,000,000","37,006,900,000","12,006,900,000","26,506,900,000","25,799,430,839","707,469,161",29-Dec-22,91,,,,97.331,10.705,10.999,11.461,1.396
,,,, -   ,,, -   ,,,,,,,,,,
,13-Oct-22,"25,000,000,000","48,205,100,000","23,205,100,000","12,380,100,000","12,049,675,131","330,424,869",12-Jan-23,91,,,,97.331,10.705,10.999,11.461,3.894
,,,, -   ,,, -   ,,,,,,,,,,
,27-Oct-22,"25,000,000,000","51,255,900,000","26,255,900,000","11,505,900,000","11,197,887,057","308,012,943",26-Jan-23,91,,,,97.323,10.737,11.033,11.498,4.455
,,,,,,,,,,,,,,,,,
,10-Nov-22,"25,000,000,000","42,200,700,000","17,200,700,000","8,970,300,000","8,730,165,069","240,134,931",09-Feb-23,91,,,,97.323,10.737,11.033,11.498,4.704
,,,,,,,,,,,,,,,,,
,24-Nov-22,"25,000,000,000","42,125,500,000","17,125,500,000","15,100,000,000","14,702,266,000","397,734,000",23-Feb-23,91,,,,97.366,10.565,10.851,11.301,2.79
,,,, -   ,,, -   ,,,,,,,,,,
,08-Dec-22,"25,000,000,000","40,970,800,000","15,970,800,000","23,145,800,000","22,528,038,598","617,761,402",09-Mar-23,91,,,,97.331,10.705,10.999,11.461,1.77
,,,, -   ,,, -   ,,,,,,,,,,
,22-Dec-22,"25,000,000,000","53,104,000,000","28,104,000,000","20,709,000,000","20,172,636,900","536,363,100",23-Mar-23,91,,,,97.41,10.388,10.665,11.099,2.564
,,,,,,,,,,,,,,,,,
,05-Jan-23,"15,000,000,000","45,071,900,000","30,071,900,000","1,071,900,000","1,045,949,301","25,950,699",06-Apr-23,91,,,,97.579,9.711,9.952,10.329,42.049
,,,,,,,,,,,,,,,,,
,19-Jan-23,"15,000,000,000","24,416,200,000","9,416,200,000","2,256,700,000","2,201,794,489","54,905,511",20-Apr-23,91,,,,97.567,9.759,10.002,10.384,10.819
,,,, -   ,,,,,,,,,,,,,
,02-Feb-23,"15,000,000,000","41,562,700,000","26,562,700,000","5,062,700,000","4,939,524,509","123,175,491",04-May-23,91,,,,97.567,9.759,10.002,10.384,8.21
,,,, -   ,,, -   ,,,,,,,,,,
,17-Feb-23,"15,000,000,000","21,223,900,000","6,223,900,000","2,723,900,000","2,657,627,513","66,272,487",19-May-23,91,,,,97.567,9.759,10.002,10.384,7.792
,,,,,,,,,,,,,,,,,
,02-Mar-23,"15,000,000,000","21,819,400,000.00","6,819,400,000","4,319,400,000.00","4,214,308,998.00","105,091,002",01-Jun-23,91,,,,97.567,9.759,10.002,10.384,5.051
,,,,,,,,,,,,,,,,,
,16-Mar-23,"15,000,000,000","23,981,000,000","8,981,000,000","6,106,000,000.00","5,957,441,020.00","148,558,980",15-Jun-23,91,,,,97.567,9.759,10.002,10.384,3.927
,,,,,,,,,,,,,,,,,
,28-Mar-23,"15,000,000,000","24,819,400,000.00","9,819,400,000.00","2,319,400,000","2,262,968,998","56,431,002",27-Jun-23,91,,,,97.567,9.759,10.002,10.384,10.701
,,,,,,,,,,,,,,,,,
,13-Apr-23,"15,000,000,000","39,256,400,000","24,256,400,000","7,256,400,000.00","7,079,851,788","176,548,212",13-Jul-23,91,,,,97.567,9.759,10.002,10.384,5.41
,,,,,,,,,,,,,,,,,
,27-Apr-23,"15,000,000,000","77,277,000,000","62,277,000,000","17,777,000,000.00","17,344,485,590","432,514,410",27-Jul-23,91,,,,97.567,9.759,10.002,10.384,4.347
,,,,,,,,,,,,,,,,,
,11-May-23,"15,000,000,000","52,700,200,000","37,700,200,000","11,700,000,000","11,415,339,000","284,661,000",10-Aug-23,91,,,,97.567,9.759,10.002,10.384,4.504
,,,,,,,,,,,,,,,,,
,25-May-23,"15,000,000,000","31,745,200,000","16,745,200,000","8,945,200,000","8,727,563,284","217,636,716",24-Aug-23,91,,,,97.567,9.759,10.002,10.384,3.549
,,,,,,,,,,,,,,,,,
,08-Jun-23,"15,000,000,000","82,119,400,000","67,119,400,000","25,619,400,000","24,996,079,998","623,320,002",07-Sep-23,91,,,,97.567,9.759,10.002,10.384,3.205
,,,,,,,,,,,,,,,,,
,22-Jun-23,"15,000,000,000","134,864,100,000","119,864,100,000","19,364,100,000","18,939,058,005","425,041,995",21-Sep-23,91,,,,97.805,8.804,9.002,9.31,6.965
,,,,,,,,,,,,,,,,,
,06-Jul-23,"25,000,000,000","50,205,500,000","25,205,500,000","13,605,500,000","13,280,056,440","325,443,560",05-Oct-23,91,,,,97.608,9.594,9.829,10.198,3.69
,,,,,,,,,,,,,,,,,
,20-Jul-23,"15,000,000,000","63,189,400,000","48,189,400,000","34,189,400,000","33,438,942,670","750,457,330",19-Oct-23,91,,,,97.805,8.804,9.002,9.31,1.848
,,,,,,,,,,,,,,,,,
,03-Aug-23,"25,000,000,000","60,123,300,000","35,123,300,000","15,923,300,000","15,535,886,111","387,413,889",02-Nov-23,91,,,,97.567,9.759,10.002,10.384,3.776
,,,,,,,,,,,,,,,,,
,17-Aug-23,"15,000,000,000","38,343,600,000","23,343,600,000","14,943,600,000","14,580,022,212","363,577,788",16-Nov-23,91,,,,97.567,9.759,10.002,10.384,2.566
,,,,,,,,,,,,,,,,,
,31-Aug-23,"15,000,000,000","71,161,500,000","56,161,500,000","31,436,500,000","30,671,649,955","764,850,045",30-Nov-23,91,,,,97.567,9.759,10.002,10.384,2.264
,,,,,,,,,,,,,,,,,
,14-Sep-23,"15,000,000,000","86,761,800,000","71,761,800,000","46,611,800,000","45,477,734,906","1,134,065,094",14-Dec-23,91,,,,97.567,9.759,10.002,10.384,1.861
,,,, -   ,,, -   ,,,,,,,,,,
,27-Sep-23,"15,000,000,000","87,613,600,000","72,613,600,000","48,613,600,000","47,517,849,456","1,095,750,544",28-Dec-23,91,,,,97.746,9.041,9.249,9.575,1.802
,,,, -   ,,, -   ,,,,,,,,,,
,12-Oct-23,"15,000,000,000","45,085,500,000","30,085,500,000","15,710,500,000","15,365,654,525","344,845,475",11-Jan-24,91,,,,97.805,8.804,9.002,9.31,2.87
,,,, -   ,,, -   ,,,,,,,,,,
,26-Oct-23,"15,000,000,000","52,794,800,000","37,794,800,000","16,419,800,000","16,059,713,786","360,086,214",25-Jan-24,91,,,,97.807,8.796,8.993,9.301,3.215
,,,, -   ,,, -   ,,,,,,,,,,
,09-Nov-23,"15,000,000,000","41,798,300,000","26,798,300,000","10,923,300,000","10,666,820,916","256,479,084",08-Feb-24,91,,,,97.652,9.418,9.644,9.999,3.827
,,,, -   ,,, -   ,,,,,,,,,,
,23-Nov-23,"15,000,000,000","41,626,800,000","26,626,800,000","6,751,800,000","6,603,597,990","148,202,010",22-Feb-24,91,,,,97.805,8.804,9.002,9.31,6.165
,,,, -   ,,, -   ,,,,,,,,,,
,07-Dec-23,"15,000,000,000","31,932,600,000","16,932,600,000","8,057,600,000","7,880,735,680","176,864,320",07-Mar-24,91,,,,97.805,8.804,9.002,9.31,3.963
,,,, -   ,,, -   ,,,,,,,,,,
,21-Dec-23,"15,000,000,000","27,394,500,000","12,394,500,000","8,519,500,000","8,312,220,565","207,279,435",21-Mar-24,91,,,,97.567,9.759,10.002,10.384,3.216
,,,, -   ,,, -   ,,,,,,,,,,
,04-Jan-24,"15,000,000,000","31,419,200,000","16,419,200,000","5,669,200,000","5,544,761,060","124,438,940",04-Apr-24,91,,,,97.805,8.804,9.002,9.31,5.542
,,,, -   ,,, -   ,,,,,,,,,,
,18-Jan-24,"15,000,000,000","42,631,700,000","27,631,700,000","13,756,700,000","13,454,740,435","301,959,565",18-Apr-24,91,97.805,,,97.805,8.804,9.002,9.31,3.099
,,,, -   ,,, -   ,,,,,,,,,,
,01-Feb-24,"15,000,000,000","42,689,900,000","27,689,900,000","14,689,900,000","14,323,680,793","366,219,207",02-May-24,91,,,,97.507,9.999,10.255,10.657,2.906
,,,, -   ,,, -   ,,,,,,,,,,
,15-Feb-24,"15,000,000,000","42,628,700,000","27,628,700,000","10,753,700,000","10,504,859,382","248,840,618",16-May-24,91,,,,97.686,9.281,9.501,9.846,3.964
,,,, -   ,,, -   ,,,,,,,,,,
,29-Feb-24,"15,000,000,000","40,522,800,000","25,522,800,000","16,647,800,000","16,282,380,790","365,419,210",30-May-24,91,,,,97.805,8.804,9.002,9.31,2.434
,,,,,,,,,,,,,,,,,
,14-Mar-24,"15,000,000,000","38,563,300,000","23,563,300,000","10,688,300,000","10,437,338,716","250,961,284",13-Jun-24,91,,,,97.652,9.418,9.644,9.999,3.608
,,,,,,,,,,,,,,,,,
,28-Mar-24,"15,000,000,000","64,697,700,000","49,697,700,000","25,697,700,000","25,116,931,980","580,768,020",27-Jun-24,91,,,,97.74,9.065,9.274,9.602,2.518
,,,,,,,,,,,,,,,,,
,12-Apr-24,"15,000,000,000","32,375,600,000","17,375,600,000","6,500,600,000","6,357,911,830","142,688,170",12-Jul-24,91,,,,97.805,8.902,9.102,9.419,4.98
,,,,,,,,,,,,,,,,,
,25-Apr-24,"15,000,000,000","30,700,000,000","15,700,000,000","3,825,900,000","3,732,815,853","93,084,147",25-Jul-24,91,,,,97.567,9.759,10.002,10.384,8.024
